ID;hist_plan;data;grupa;podgrupa;sprzet;klient;region;ilosc;cena_hurt;obrot
6681;hist;062005;BI;okapy;okapy teleskopowe;PARTNER;Wschod;20;337;5574,97
6682;hist;062005;BI;okapy;okapy teleskopowe;PARTNER;Zachod;24;337;6758,87
6683;hist;062005;BI;okapy;okapy uniwersalne;;Meblarze;159;173;20526,04
6684;hist;062005;BI;okapy;okapy uniwersalne;;Others;47;173;6190,86
6685;hist;062005;BI;okapy;okapy uniwersalne;;Polnoc;1949;173;293866,56
6686;hist;062005;BI;okapy;okapy uniwersalne;;Poludnie;594;173;84124,08
6687;hist;062005;BI;okapy;okapy uniwersalne;;Sieci;1202;173;173007,56
6688;hist;062005;BI;okapy;okapy uniwersalne;;Wschod;40;173;6785,12
6689;hist;062005;BI;okapy;okapy uniwersalne;;Zachod;94;173;11094,22
6690;hist;062005;BI;okapy;okapy uniwersalne;AVANS;Poludnie;294;173;44237,00
6691;hist;062005;BI;okapy;okapy uniwersalne;AVANS;Wschod;906;173;142624,31
6692;hist;062005;BI;okapy;okapy uniwersalne;AVANS;Zachod;629;173;92902,96
6693;hist;062005;BI;okapy;okapy uniwersalne;BRW-SA;Meblarze;19;173;2597,94
6694;hist;062005;BI;okapy;okapy uniwersalne;G7;Polnoc;200;173;25610,30
6695;hist;062005;BI;okapy;okapy uniwersalne;G7;Poludnie;777;173;116932,28
6696;hist;062005;BI;okapy;okapy uniwersalne;G7;Sieci;94;173;9804,80
6697;hist;062005;BI;okapy;okapy uniwersalne;G7;Zachod;112;173;19039,08
6698;hist;062005;BI;okapy;okapy uniwersalne;MEDIA EXPERT;Zachod;1;173;163,77
6699;hist;062005;BI;okapy;okapy uniwersalne;MEDIA MARKT;Sieci;327;173;56475,86
6700;hist;062005;BI;okapy;okapy uniwersalne;NEONET;Zachod;709;173;92354,17
6701;hist;062005;BI;okapy;okapy uniwersalne;OKAY;Sieci;16;173;2382,44
6702;hist;062005;BI;okapy;okapy uniwersalne;PARTNER;Poludnie;161;173;25807,47
6703;hist;062005;BI;okapy;okapy uniwersalne;PARTNER;Wschod;330;173;43768,05
6704;hist;062005;BI;okapy;okapy uniwersalne;PARTNER;Zachod;693;173;72000,56
6705;hist;062005;BI;sprzet grzejny;kuchnie do zabudowy;;Meblarze;103;1582;96904,95
6706;hist;062005;BI;sprzet grzejny;kuchnie do zabudowy;;Others;11;1582;10140,34
6707;hist;062005;BI;sprzet grzejny;kuchnie do zabudowy;;Polnoc;592;1582;575268,91
6708;hist;062005;BI;sprzet grzejny;kuchnie do zabudowy;;Poludnie;247;1582;281418,03
6709;hist;062005;BI;sprzet grzejny;kuchnie do zabudowy;;Sieci;518;1582;617375,13
6710;hist;062005;BI;sprzet grzejny;kuchnie do zabudowy;;Wschod;11;1582;14920,52
6711;hist;062005;BI;sprzet grzejny;kuchnie do zabudowy;;Zachod;8;1582;10854,04
6712;hist;062005;BI;sprzet grzejny;kuchnie do zabudowy;AVANS;Poludnie;103;1582;139056,49
6713;hist;062005;BI;sprzet grzejny;kuchnie do zabudowy;AVANS;Wschod;230;1582;331260,88
6714;hist;062005;BI;sprzet grzejny;kuchnie do zabudowy;AVANS;Zachod;131;1582;178105,47
6715;hist;062005;BI;sprzet grzejny;kuchnie do zabudowy;BRW-SA;Meblarze;9;1582;13039,62
6716;hist;062005;BI;sprzet grzejny;kuchnie do zabudowy;G7;Polnoc;117;1582;156908,54
6717;hist;062005;BI;sprzet grzejny;kuchnie do zabudowy;G7;Poludnie;166;1582;213264,22
6718;hist;062005;BI;sprzet grzejny;kuchnie do zabudowy;G7;Zachod;89;1582;110463,96
6719;hist;062005;BI;sprzet grzejny;kuchnie do zabudowy;MEDIA EXPERT;Polnoc;1;1582;1347,61
6720;hist;062005;BI;sprzet grzejny;kuchnie do zabudowy;MEDIA MARKT;Sieci;152;1582;207908,98
6721;hist;062005;BI;sprzet grzejny;kuchnie do zabudowy;NEONET;Zachod;150;1582;196848,46
6722;hist;062005;BI;sprzet grzejny;kuchnie do zabudowy;PARTNER;Poludnie;70;1582;103380,81
6723;hist;062005;BI;sprzet grzejny;kuchnie do zabudowy;PARTNER;Wschod;33;1582;43546,41
6724;hist;062005;BI;sprzet grzejny;kuchnie do zabudowy;PARTNER;Zachod;245;1582;332453,71
6725;hist;062005;BI;sprzet grzejny;piekarniki;;Meblarze;49;1205;31610,69
6726;hist;062005;BI;sprzet grzejny;piekarniki;;Polnoc;60;1205;63504,38
6727;hist;062005;BI;sprzet grzejny;piekarniki;;Poludnie;91;1205;92213,85
6728;hist;062005;BI;sprzet grzejny;piekarniki;;Sieci;301;1205;268966,86
6729;hist;062005;BI;sprzet grzejny;piekarniki;;Wschod;4;1205;4264,05
6730;hist;062005;BI;sprzet grzejny;piekarniki;;Zachod;3;1205;2826,40
6731;hist;062005;BI;sprzet grzejny;piekarniki;AVANS;Poludnie;68;1205;72640,41
6732;hist;062005;BI;sprzet grzejny;piekarniki;AVANS;Wschod;117;1205;134915,75
6733;hist;062005;BI;sprzet grzejny;piekarniki;AVANS;Zachod;61;1205;69076,51
6734;hist;062005;BI;sprzet grzejny;piekarniki;BRW-SA;Meblarze;10;1205;10129,55
6735;hist;062005;BI;sprzet grzejny;piekarniki;G7;Polnoc;73;1205;75222,33
6736;hist;062005;BI;sprzet grzejny;piekarniki;G7;Poludnie;136;1205;121772,66
6737;hist;062005;BI;sprzet grzejny;piekarniki;G7;Sieci;6;1205;5340,48
6738;hist;062005;BI;sprzet grzejny;piekarniki;G7;Zachod;59;1205;50366,58
6739;hist;062005;BI;sprzet grzejny;piekarniki;MEDIA EXPERT;Poludnie;5;1205;5673,56
6740;hist;062005;BI;sprzet grzejny;piekarniki;MEDIA EXPERT;Wschod;1;1205;846,86
6741;hist;062005;BI;sprzet grzejny;piekarniki;MEDIA EXPERT;Zachod;2;1205;2038,14
6742;hist;062005;BI;sprzet grzejny;piekarniki;MEDIA MARKT;Sieci;68;1205;77792,65
6743;hist;062005;BI;sprzet grzejny;piekarniki;NEONET;Zachod;140;1205;128138,30
6744;hist;062005;BI;sprzet grzejny;piekarniki;PARTNER;Poludnie;47;1205;49073,51
6745;hist;062005;BI;sprzet grzejny;piekarniki;PARTNER;Wschod;25;1205;23403,01
6746;hist;062005;BI;sprzet grzejny;piekarniki;PARTNER;Zachod;54;1205;62308,18
6747;hist;062005;BI;sprzet grzejny;plyty grzejne;;Meblarze;68;702;29778,29
6748;hist;062005;BI;sprzet grzejny;plyty grzejne;;Others;6;702;3474,23
6749;hist;062005;BI;sprzet grzejny;plyty grzejne;;Polnoc;116;702;58835,63
6750;hist;062005;BI;sprzet grzejny;plyty grzejne;;Poludnie;104;702;53040,07
6751;hist;062005;BI;sprzet grzejny;plyty grzejne;;Sieci;476;702;246656,01
6752;hist;062005;BI;sprzet grzejny;plyty grzejne;;Wschod;9;702;5376,49
6753;hist;062005;BI;sprzet grzejny;plyty grzejne;;Zachod;14;702;6251,68
6754;hist;062005;BI;sprzet grzejny;plyty grzejne;AVANS;Poludnie;135;702;88442,86
6755;hist;062005;BI;sprzet grzejny;plyty grzejne;AVANS;Wschod;149;702;98929,14
6756;hist;062005;BI;sprzet grzejny;plyty grzejne;AVANS;Zachod;82;702;52935,84
6757;hist;062005;BI;sprzet grzejny;plyty grzejne;G7;Polnoc;185;702;126734,55
6758;hist;062005;BI;sprzet grzejny;plyty grzejne;G7;Poludnie;349;702;213617,22
6759;hist;062005;BI;sprzet grzejny;plyty grzejne;G7;Zachod;70;702;47952,78
6760;hist;062005;BI;sprzet grzejny;plyty grzejne;MEDIA EXPERT;Poludnie;10;702;5132,56
6761;hist;062005;BI;sprzet grzejny;plyty grzejne;MEDIA MARKT;Sieci;65;702;36178,20
6762;hist;062005;BI;sprzet grzejny;plyty grzejne;NEONET;Zachod;192;702;93691,97
6763;hist;062005;BI;sprzet grzejny;plyty grzejne;PARTNER;Poludnie;30;702;16104,90
6764;hist;062005;BI;sprzet grzejny;plyty grzejne;PARTNER;Wschod;51;702;28512,57
6765;hist;062005;BI;sprzet grzejny;plyty grzejne;PARTNER;Zachod;123;702;71582,60
6766;hist;062005;BI;zmywarki;zmywarki 45;;Meblarze;26;1565;30129,15
6767;hist;062005;BI;zmywarki;zmywarki 45;;Others;4;1565;2949,16
6768;hist;062005;BI;zmywarki;zmywarki 45;;Polnoc;7;1565;9875,31
6769;hist;062005;BI;zmywarki;zmywarki 45;;Poludnie;12;1565;16767,84
6770;hist;062005;BI;zmywarki;zmywarki 45;;Sieci;44;1565;55378,68
6771;hist;062005;BI;zmywarki;zmywarki 45;;Zachod;1;1565;1421,61
6772;hist;062005;BI;zmywarki;zmywarki 45;AVANS;Poludnie;4;1565;4697,54
6773;hist;062005;BI;zmywarki;zmywarki 45;AVANS;Wschod;11;1565;15225,52
6774;hist;062005;BI;zmywarki;zmywarki 45;AVANS;Zachod;3;1565;4124,64
6775;hist;062005;BI;zmywarki;zmywarki 45;BRW-SA;Meblarze;1;1565;1348,99
6776;hist;062005;BI;zmywarki;zmywarki 45;G7;Polnoc;15;1565;18415,41
6777;hist;062005;BI;zmywarki;zmywarki 45;G7;Poludnie;39;1565;48797,30
6778;hist;062005;BI;zmywarki;zmywarki 45;G7;Zachod;14;1565;17083,46
6779;hist;062005;BI;zmywarki;zmywarki 45;MEDIA EXPERT;Poludnie;1;1565;1483,44
6780;hist;062005;BI;zmywarki;zmywarki 45;MEDIA EXPERT;Zachod;1;1565;1378,96
6781;hist;062005;BI;zmywarki;zmywarki 45;MEDIA MARKT;Sieci;1;1565;1179,84
6782;hist;062005;BI;zmywarki;zmywarki 45;NEONET;Zachod;19;1565;26632,02
6783;hist;062005;BI;zmywarki;zmywarki 45;PARTNER;Poludnie;13;1565;17185,47
6784;hist;062005;BI;zmywarki;zmywarki 45;PARTNER;Zachod;12;1565;16133,82
6785;hist;062005;BI;zmywarki;zmywarki 60;;Meblarze;22;1547;24661,65
6786;hist;062005;BI;zmywarki;zmywarki 60;;Others;31;1547;21341,97
6787;hist;062005;BI;zmywarki;zmywarki 60;;Polnoc;20;1547;25838,66
6788;hist;062005;BI;zmywarki;zmywarki 60;;Poludnie;18;1547;21653,93
6789;hist;062005;BI;zmywarki;zmywarki 60;;Sieci;83;1547;97042,81
6790;hist;062005;BI;zmywarki;zmywarki 60;;Wschod;2;1547;2595,88
6791;hist;062005;BI;zmywarki;zmywarki 60;AVANS;Poludnie;19;1547;14711,90
6792;hist;062005;BI;zmywarki;zmywarki 60;AVANS;Wschod;22;1547;27362,34
6793;hist;062005;BI;zmywarki;zmywarki 60;AVANS;Zachod;15;1547;18891,10
6794;hist;062005;BI;zmywarki;zmywarki 60;G7;Polnoc;19;1547;24199,95
6795;hist;062005;BI;zmywarki;zmywarki 60;G7;Poludnie;103;1547;113546,80
6796;hist;062005;BI;zmywarki;zmywarki 60;G7;Sieci;10;1547;10408,57
6797;hist;062005;BI;zmywarki;zmywarki 60;G7;Zachod;56;1547;68728,68
6798;hist;062005;BI;zmywarki;zmywarki 60;MEDIA EXPERT;Polnoc;2;1547;2781,38
6799;hist;062005;BI;zmywarki;zmywarki 60;MEDIA EXPERT;Poludnie;2;1547;2719,55
6800;hist;062005;BI;zmywarki;zmywarki 60;MEDIA MARKT;Sieci;7;1547;8362,28
6801;hist;062005;BI;zmywarki;zmywarki 60;NEONET;Zachod;59;1547;72204,75
6802;hist;062005;BI;zmywarki;zmywarki 60;PARTNER;Poludnie;26;1547;30485,00
6803;hist;062005;BI;zmywarki;zmywarki 60;PARTNER;Zachod;20;1547;28189,62
6804;hist;062005;FS;chlodnictwo;chlodziarki;;Others;48;686;17921,43
6805;hist;062005;FS;chlodnictwo;chlodziarki;;Polnoc;220;686;126809,64
6806;hist;062005;FS;chlodnictwo;chlodziarki;;Poludnie;84;686;47832,72
6807;hist;062005;FS;chlodnictwo;chlodziarki;;Sieci;161;686;77077,59
6808;hist;062005;FS;chlodnictwo;chlodziarki;;Zachod;21;686;12003,38
6809;hist;062005;FS;chlodnictwo;chlodziarki;AVANS;Poludnie;32;686;18534,38
6810;hist;062005;FS;chlodnictwo;chlodziarki;AVANS;Wschod;358;686;206322,19
6811;hist;062005;FS;chlodnictwo;chlodziarki;AVANS;Zachod;148;686;82435,94
6812;hist;062005;FS;chlodnictwo;chlodziarki;BRW-SA;Meblarze;2;686;1157,32
6813;hist;062005;FS;chlodnictwo;chlodziarki;G7;Polnoc;90;686;54823,17
6814;hist;062005;FS;chlodnictwo;chlodziarki;G7;Poludnie;129;686;72595,44
6815;hist;062005;FS;chlodnictwo;chlodziarki;MEDIA EXPERT;Poludnie;3;686;1735,98
6816;hist;062005;FS;chlodnictwo;chlodziarki;MEDIA MARKT;Sieci;27;686;16812,62
6817;hist;062005;FS;chlodnictwo;chlodziarki;NEONET;Zachod;270;686;152355,80
6818;hist;062005;FS;chlodnictwo;chlodziarki;PARTNER;Poludnie;195;686;113284,27
6819;hist;062005;FS;chlodnictwo;chlodziarki;PARTNER;Wschod;25;686;15970,08
6820;hist;062005;FS;chlodnictwo;chlodziarki;PARTNER;Zachod;136;686;75593,18
6821;hist;062005;FS;chlodnictwo;lodowki dwudrzwiowe;;Others;56;818;23234,13
6822;hist;062005;FS;chlodnictwo;lodowki dwudrzwiowe;;Polnoc;1388;818;962370,58
6823;hist;062005;FS;chlodnictwo;lodowki dwudrzwiowe;;Poludnie;126;818;102774,55
6824;hist;062005;FS;chlodnictwo;lodowki dwudrzwiowe;;Sieci;997;818;683400,08
6825;hist;062005;FS;chlodnictwo;lodowki dwudrzwiowe;;Wschod;2;818;1423,88
6826;hist;062005;FS;chlodnictwo;lodowki dwudrzwiowe;;Zachod;22;818;15245,43
6827;hist;062005;FS;chlodnictwo;lodowki dwudrzwiowe;AVANS;Poludnie;235;818;162107,50
6828;hist;062005;FS;chlodnictwo;lodowki dwudrzwiowe;AVANS;Wschod;709;818;473431,59
6829;hist;062005;FS;chlodnictwo;lodowki dwudrzwiowe;AVANS;Zachod;386;818;274742,14
6830;hist;062005;FS;chlodnictwo;lodowki dwudrzwiowe;G7;Polnoc;84;818;59804,84
6831;hist;062005;FS;chlodnictwo;lodowki dwudrzwiowe;G7;Poludnie;116;818;79162,90
6832;hist;062005;FS;chlodnictwo;lodowki dwudrzwiowe;G7;Sieci;15;818;9910,20
6833;hist;062005;FS;chlodnictwo;lodowki dwudrzwiowe;MEDIA EXPERT;Poludnie;6;818;4301,49
6834;hist;062005;FS;chlodnictwo;lodowki dwudrzwiowe;MEDIA EXPERT;Zachod;190;818;138099,20
6835;hist;062005;FS;chlodnictwo;lodowki dwudrzwiowe;MEDIA MARKT;Sieci;112;818;78770,46
6836;hist;062005;FS;chlodnictwo;lodowki dwudrzwiowe;NEONET;Zachod;735;818;516303,50
6837;hist;062005;FS;chlodnictwo;lodowki dwudrzwiowe;OKAY;Sieci;3;818;2301,91
6838;hist;062005;FS;chlodnictwo;lodowki dwudrzwiowe;PARTNER;Poludnie;281;818;201944,35
6839;hist;062005;FS;chlodnictwo;lodowki dwudrzwiowe;PARTNER;Wschod;45;818;31931,00
6840;hist;062005;FS;chlodnictwo;lodowki dwudrzwiowe;PARTNER;Zachod;280;818;188586,30
6841;hist;062005;FS;chlodnictwo;lodowki kombi;;Meblarze;2;1061;2019,44
6842;hist;062005;FS;chlodnictwo;lodowki kombi;;Others;124;1061;88952,03
6843;hist;062005;FS;chlodnictwo;lodowki kombi;;Polnoc;1756;1061;1677048,26
6844;hist;062005;FS;chlodnictwo;lodowki kombi;;Poludnie;1078;1061;952146,42
6845;hist;062005;FS;chlodnictwo;lodowki kombi;;Sieci;1857;1061;1519179,28
6846;hist;062005;FS;chlodnictwo;lodowki kombi;;Wschod;8;1061;8429,41
6847;hist;062005;FS;chlodnictwo;lodowki kombi;;Zachod;20;1061;16871,65
6848;hist;062005;FS;chlodnictwo;lodowki kombi;AVANS;Poludnie;402;1061;344942,58
6849;hist;062005;FS;chlodnictwo;lodowki kombi;AVANS;Wschod;864;1061;786170,44
6850;hist;062005;FS;chlodnictwo;lodowki kombi;AVANS;Zachod;735;1061;648275,68
6851;hist;062005;FS;chlodnictwo;lodowki kombi;G7;Polnoc;162;1061;160693,16
6852;hist;062005;FS;chlodnictwo;lodowki kombi;G7;Poludnie;506;1061;446844,55
6853;hist;062005;FS;chlodnictwo;lodowki kombi;G7;Sieci;42;1061;44184,22
6854;hist;062005;FS;chlodnictwo;lodowki kombi;MEDIA EXPERT;Zachod;232;1061;217400,52
6855;hist;062005;FS;chlodnictwo;lodowki kombi;MEDIA MARKT;Sieci;207;1061;187608,19
6856;hist;062005;FS;chlodnictwo;lodowki kombi;NEONET;Zachod;1661;1061;1429772,46
6857;hist;062005;FS;chlodnictwo;lodowki kombi;PARTNER;Poludnie;539;1061;529356,15
6858;hist;062005;FS;chlodnictwo;lodowki kombi;PARTNER;Wschod;95;1061;92038,33
6859;hist;062005;FS;chlodnictwo;lodowki kombi;PARTNER;Zachod;1089;1061;975909,33
6860;hist;062005;FS;chlodnictwo;zamrazarki;;Meblarze;2;868;1724,96
6861;hist;062005;FS;chlodnictwo;zamrazarki;;Others;19;868;8448,66
6862;hist;062005;FS;chlodnictwo;zamrazarki;;Polnoc;5;868;4120,92
6863;hist;062005;FS;chlodnictwo;zamrazarki;;Poludnie;6;868;4109,34
6864;hist;062005;FS;chlodnictwo;zamrazarki;;Sieci;13;868;7887,59
6865;hist;062005;FS;chlodnictwo;zamrazarki;;Zachod;1;868;690,58
6866;hist;062005;FS;chlodnictwo;zamrazarki;AVANS;Poludnie;2;868;1375,46
6867;hist;062005;FS;chlodnictwo;zamrazarki;AVANS;Wschod;27;868;18568,71
6868;hist;062005;FS;chlodnictwo;zamrazarki;G7;Polnoc;10;868;6648,10
6869;hist;062005;FS;chlodnictwo;zamrazarki;G7;Poludnie;11;868;7514,88
6870;hist;062005;FS;chlodnictwo;zamrazarki;MEDIA MARKT;Sieci;13;868;9563,84
6871;hist;062005;FS;chlodnictwo;zamrazarki;NEONET;Zachod;30;868;20381,60
6872;hist;062005;FS;chlodnictwo;zamrazarki;PARTNER;Poludnie;20;868;13121,00
6873;hist;062005;FS;chlodnictwo;zamrazarki;PARTNER;Wschod;4;868;2847,76
6874;hist;062005;FS;chlodnictwo;zamrazarki;PARTNER;Zachod;50;868;32802,50
6875;hist;062005;FS;mikrofalowki;mikrofalowki elektronicznie;;Others;9;300;1579,38
6876;hist;062005;FS;mikrofalowki;mikrofalowki elektronicznie;;Poludnie;80;300;20440,75
6877;hist;062005;FS;mikrofalowki;mikrofalowki elektronicznie;;Sieci;575;300;117519,42
6878;hist;062005;FS;mikrofalowki;mikrofalowki elektronicznie;;Wschod;1;300;270,80
6879;hist;062005;FS;mikrofalowki;mikrofalowki elektronicznie;AVANS;Poludnie;40;300;9718,00
6880;hist;062005;FS;mikrofalowki;mikrofalowki elektronicznie;AVANS;Wschod;315;300;76529,25
6881;hist;062005;FS;mikrofalowki;mikrofalowki elektronicznie;AVANS;Zachod;120;300;29154,00
6882;hist;062005;FS;mikrofalowki;mikrofalowki elektronicznie;G7;Polnoc;21;300;5424,33
6883;hist;062005;FS;mikrofalowki;mikrofalowki elektronicznie;G7;Poludnie;12;300;3188,49
6884;hist;062005;FS;mikrofalowki;mikrofalowki elektronicznie;G7;Sieci;1;300;1,00
6885;hist;062005;FS;mikrofalowki;mikrofalowki elektronicznie;G7;Zachod;3;300;812,40
6886;hist;062005;FS;mikrofalowki;mikrofalowki elektronicznie;MEDIA MARKT;Sieci;198;300;44303,11
6887;hist;062005;FS;mikrofalowki;mikrofalowki elektronicznie;OKAY;Sieci;8;300;2199,32
6888;hist;062005;FS;mikrofalowki;mikrofalowki elektronicznie;PARTNER;Poludnie;47;300;12135,12
6889;hist;062005;FS;mikrofalowki;mikrofalowki mechanicznie;;Polnoc;50;228;10146,50
6890;hist;062005;FS;mikrofalowki;mikrofalowki mechanicznie;;Poludnie;35;228;6358,80
6891;hist;062005;FS;mikrofalowki;mikrofalowki mechanicznie;;Sieci;19;228;3653,74
6892;hist;062005;FS;mikrofalowki;mikrofalowki mechanicznie;;Zachod;55;228;11209,70
6893;hist;062005;FS;mikrofalowki;mikrofalowki mechanicznie;AVANS;Poludnie;32;228;5882,90
6894;hist;062005;FS;mikrofalowki;mikrofalowki mechanicznie;G7;Polnoc;10;228;2275,20
6895;hist;062005;FS;mikrofalowki;mikrofalowki mechanicznie;G7;Poludnie;10;228;2232,90
6896;hist;062005;FS;mikrofalowki;mikrofalowki mechanicznie;G7;Sieci;1;228;1,00
6897;hist;062005;FS;mikrofalowki;mikrofalowki mechanicznie;PARTNER;Poludnie;8;228;1653,72
6898;hist;062005;FS;mikrofalowki;mikrofalowki mechanicznie;PARTNER;Wschod;30;228;30,00
6899;hist;062005;FS;pralki;pralki front;;Meblarze;1;1052;933,59
6900;hist;062005;FS;pralki;pralki front;;Others;19;1052;9689,43
6901;hist;062005;FS;pralki;pralki front;;Polnoc;1647;1052;1239907,33
6902;hist;062005;FS;pralki;pralki front;;Poludnie;596;1052;493024,89
6903;hist;062005;FS;pralki;pralki front;;Sieci;1023;1052;811702,15
6904;hist;062005;FS;pralki;pralki front;;Wschod;3;1052;1249,24
6905;hist;062005;FS;pralki;pralki front;;Zachod;52;1052;37470,00
6906;hist;062005;FS;pralki;pralki front;AVANS;Poludnie;364;1052;290063,95
6907;hist;062005;FS;pralki;pralki front;AVANS;Wschod;624;1052;473189,82
6908;hist;062005;FS;pralki;pralki front;AVANS;Zachod;314;1052;265354,52
6909;hist;062005;FS;pralki;pralki front;G7;Polnoc;60;1052;51348,72
6910;hist;062005;FS;pralki;pralki front;G7;Poludnie;370;1052;257927,45
6911;hist;062005;FS;pralki;pralki front;G7;Sieci;134;1052;110328,68
6912;hist;062005;FS;pralki;pralki front;MEDIA EXPERT;Poludnie;80;1052;63543,20
6913;hist;062005;FS;pralki;pralki front;MEDIA EXPERT;Zachod;100;1052;87001,00
6914;hist;062005;FS;pralki;pralki front;MEDIA MARKT;Sieci;49;1052;45969,18
6915;hist;062005;FS;pralki;pralki front;NEONET;Zachod;1822;1052;1523129,07
6916;hist;062005;FS;pralki;pralki front;PARTNER;Poludnie;307;1052;256349,20
6917;hist;062005;FS;pralki;pralki front;PARTNER;Wschod;35;1052;30936,40
6918;hist;062005;FS;pralki;pralki front;PARTNER;Zachod;245;1052;229622,80
6919;hist;062005;FS;sprzet grzejny;kuchnie;;Meblarze;2;960;1602,82
6920;hist;062005;FS;sprzet grzejny;kuchnie;;Others;81;960;46207,88
6921;hist;062005;FS;sprzet grzejny;kuchnie;;Polnoc;3203;960;2492337,33
6922;hist;062005;FS;sprzet grzejny;kuchnie;;Poludnie;611;960;547661,15
6923;hist;062005;FS;sprzet grzejny;kuchnie;;Sieci;1125;960;769535,96
6924;hist;062005;FS;sprzet grzejny;kuchnie;;Wschod;8;960;7561,90
6925;hist;062005;FS;sprzet grzejny;kuchnie;;Zachod;79;960;55293,27
6926;hist;062005;FS;sprzet grzejny;kuchnie;AVANS;Poludnie;332;960;262866,17
6927;hist;062005;FS;sprzet grzejny;kuchnie;AVANS;Wschod;2016;960;1396918,07
6928;hist;062005;FS;sprzet grzejny;kuchnie;AVANS;Zachod;460;960;377418,45
6929;hist;062005;FS;sprzet grzejny;kuchnie;G7;Polnoc;323;960;286108,47
6930;hist;062005;FS;sprzet grzejny;kuchnie;G7;Poludnie;426;960;404682,03
6931;hist;062005;FS;sprzet grzejny;kuchnie;G7;Sieci;240;960;215566,10
6932;hist;062005;FS;sprzet grzejny;kuchnie;MEDIA EXPERT;Poludnie;217;960;144839,78
6933;hist;062005;FS;sprzet grzejny;kuchnie;MEDIA MARKT;Sieci;148;960;139005,78
6934;hist;062005;FS;sprzet grzejny;kuchnie;NEONET;Zachod;724;960;576597,19
6935;hist;062005;FS;sprzet grzejny;kuchnie;OKAY;Sieci;2;960;1556,28
6936;hist;062005;FS;sprzet grzejny;kuchnie;PARTNER;Poludnie;398;960;306529,49
6937;hist;062005;FS;sprzet grzejny;kuchnie;PARTNER;Wschod;605;960;447407,33
6938;hist;062005;FS;sprzet grzejny;kuchnie;PARTNER;Zachod;977;960;822244,09
6939;hist;062005;FS;zmywarki;zmywarki 45;;Others;20;1385;15972,90
6940;hist;062005;FS;zmywarki;zmywarki 45;;Sieci;6;1385;4423,74
6941;hist;062005;FS;zmywarki;zmywarki 60;;Others;11;1369;7865,70
6942;hist;062005;FS;zmywarki;zmywarki 60;;Sieci;28;1369;29450,54
6943;hist;062005;FS;zmywarki;zmywarki 60;G7;Polnoc;2;1369;1963,40
6944;hist;062005;FS;zmywarki;zmywarki 60;G7;Poludnie;25;1369;30781,73
6945;hist;062005;FS;zmywarki;zmywarki 60;G7;Sieci;17;1369;16523,85
6946;hist;062005;FS;zmywarki;zmywarki 60;MEDIA EXPERT;Poludnie;1;1369;1051,29
6947;hist;062005;FS;zmywarki;zmywarki 60;MEDIA MARKT;Sieci;2;1369;2638,68
6948;hist;062005;FS;zmywarki;zmywarki 60;NEONET;Zachod;1;1369;916,25
6949;hist;062005;FS;zmywarki;zmywarki 60;PARTNER;Poludnie;5;1369;5967,06
6950;hist;062005;FS;zmywarki;zmywarki 60;PARTNER;Zachod;16;1369;21626,57
6951;hist;072005;BI;chlodnictwo;chlodziarki;;Meblarze;6;936;5055,79
6952;hist;072005;BI;chlodnictwo;chlodziarki;;Others;3;936;463,38
6953;hist;072005;BI;chlodnictwo;chlodziarki;;Polnoc;8;936;6561,72
6954;hist;072005;BI;chlodnictwo;chlodziarki;;Poludnie;15;936;12191,73
6955;hist;072005;BI;chlodnictwo;chlodziarki;;Sieci;27;936;20516,03
6956;hist;072005;BI;chlodnictwo;chlodziarki;;Zachod;2;936;1558,30
6957;hist;072005;BI;chlodnictwo;chlodziarki;AVANS;Poludnie;18;936;13521,44
6958;hist;072005;BI;chlodnictwo;chlodziarki;AVANS;Zachod;15;936;13036,44
6959;hist;072005;BI;chlodnictwo;chlodziarki;G7;Polnoc;5;936;4215,57
6960;hist;072005;BI;chlodnictwo;chlodziarki;G7;Poludnie;19;936;14909,11
6961;hist;072005;BI;chlodnictwo;chlodziarki;G7;Sieci;17;936;13101,24
6962;hist;072005;BI;chlodnictwo;chlodziarki;G7;Zachod;16;936;13245,97
6963;hist;072005;BI;chlodnictwo;chlodziarki;MEDIA MARKT;Sieci;5;936;3946,51
6964;hist;072005;BI;chlodnictwo;chlodziarki;NEONET;Zachod;22;936;18244,88
6965;hist;072005;BI;chlodnictwo;chlodziarki;PARTNER;Poludnie;13;936;10319,00
6966;hist;072005;BI;chlodnictwo;chlodziarki;PARTNER;Zachod;10;936;8238,96
6967;hist;072005;BI;chlodnictwo;lodowki dwudrzwiowe;;Meblarze;23;1120;17601,23
6968;hist;072005;BI;chlodnictwo;lodowki dwudrzwiowe;;Others;1;1120;945,77
6969;hist;072005;BI;chlodnictwo;lodowki dwudrzwiowe;;Polnoc;2;1120;2163,04
6970;hist;072005;BI;chlodnictwo;lodowki dwudrzwiowe;;Poludnie;4;1120;4280,64
6971;hist;072005;BI;chlodnictwo;lodowki dwudrzwiowe;;Sieci;10;1120;8922,44
6972;hist;072005;BI;chlodnictwo;lodowki dwudrzwiowe;AVANS;Poludnie;3;1120;3123,64
6973;hist;072005;BI;chlodnictwo;lodowki dwudrzwiowe;AVANS;Zachod;1;1120;812,96
6974;hist;072005;BI;chlodnictwo;lodowki dwudrzwiowe;G7;Polnoc;2;1120;1998,64
6975;hist;072005;BI;chlodnictwo;lodowki dwudrzwiowe;G7;Poludnie;13;1120;12874,22
6976;hist;072005;BI;chlodnictwo;lodowki dwudrzwiowe;G7;Zachod;8;1120;8120,57
